title,minDesc,city,surface,pieces,chambres,salles_de_bains,desc,tagProp,caracterestics,price,longitude,latitude,link
,,Val Fleury àCasablanca,"125
						m²",4 Pièces,3 Chambres,2 Salles de bains,"À VENDRE – Appartement sans vis-à-vis – Quartier Val FleuriEmplacement idéal : Rue Brahim Roudani, à proximité de toutes les commodités (commerces, écoles, transports).Caractéristiques de l'appartement :Superficie habitable : 125 m²Garage titré : 6 m²Composition :3 chambres spacieuses2 salles de bain modernesGrand salon lumineuxCuisine fonctionnelle2 balconsÉtage : 2ᵉ étage, avec une luminosité exceptionnelleQuartier : Calme et résidentielL'appartement est titulaire et prêt à être habité.Prix : 1 700 000 DHSFrais d’agence : 2,5 % HT",[],[],1 700 000 DH,-7.636313438415527,33.57154299116339,https://www.mubawab.ma/fr/a/8195433/%C3%A0-vendre-%E2%80%93-appartement-3-chambres-%E2%80%93-val-fleuri
,,Hay Hassani àCasablanca,"101
						m²",4 Pièces,3 Chambres,2 Salles de bains,"Au cœur de Casablanca, à 5 min du Morocco Mall, se dresse le projet immobilier ANAÉ, une véritable ode à l’excellence résidentielle. Signé Héritage Immobilier, ce projet est le fruit d’une passion pour le bien-être et le mieux-vivre.
Plus qu’un simple ensemble résidentiel, ANAÉ est une réponse concrète aux besoins des citadins qui recherchent à la fois fonctionnalité et proximité. Verdure et bleu océanique, confort et tranquillité, équipements et sécurité : chaque aspect du projet a été pensé pour offrir une expérience de vie optimale. 
Appartements spacieux et traversants avec 2 ou 3 chambres, 3 étages et 5 étages Appartements F3 à partir de 81m2 Appartements F4 à partir de 97 m2 

Espace vert 
Piscine 
Kids Club 
Salle de fitness 

La localisation d’ANAÉ est stratégique. Vous y bénéficierez de la tranquillité d’un quartier résidentiel tout en étant à quelques minutes des principaux centres d’intérêt de la ville. En choisissant ANAÉ, vous optez pour un cadre de vie qui allie parfaitement confort, modernité et praticité. ANAÉ, c’est l’assurance d’une vie quotidienne agréable, sans compromis",[],[],1 500 000 DH,-7.698469469896198,33.56258349496615,https://www.mubawab.ma/fr/pa/7938270/appartement-%C3%A0-l-achat-%C3%A0-hay-hassani-3-belles-chambres
,,Marjane àTanger,"1258
						m²",4 Pièces,2 Chambres,2 Salles de bains,"immeuble à vendre à Marjane R 7 , avec des studio et des appartement de deux chambres 18 appartements disponible , 5 min au Stad de Foot limmeuble avec deux façades",[],[],18 000 000 DH,-5.863094329833984,35.77525384929336,https://www.mubawab.ma/fr/a/8203298/immeuble-a-vendre-a-marjane
,,Bouaakkaz àMarrakech,"90
						m²",3 Pièces,2 Chambres,2 Salles de bains,"Faites une belle affaire en achetant cet appartement. Prix 900 000 DH. 3 pièces, 2 salles de bains privatives, 90 m². 2 chambres à coucher. Nouveau. Parfaitement équipé avec porte Blindée et double vitrage. Vue imprenable sur la mer.Venez découvrir cet appartement à vendre à Bouaakkaz. Dispose d'une terrasse. Résidence avec ascenseur. En prime, une magnifique vue sur les montagnes.Contactez-nous pour visiter cet appartement à vendre à Marrakech. Cuisine entièrement équipée.",[],[],900 000 DH,-8.025517096725462,31.588274750801602,https://www.mubawab.ma/fr/pa/8185182/vente-d-un-bel-appartement-%C3%A0-bouaakkaz-surface-de-90-m%C2%B2
,,Golf de Benslimane àBenslimane,"75
						m²",,2 Chambres,,"Shems Al Madina Benslimane présente à tout ceux et celles qui souhaitent finir son  à leur goût, Des appartements semi-finis à saisir Entre 89 et 94 m².
Plusieurs plans vous sont offerts : 2 chambres à 3 chambre , salon et Duplex.
Une opportunité à ne pas rater! 
Le projet bénéficie d' un cadre de vie époustouflant entouré d’espaces de vie et de nombreux équipements facilitant le quotidien des personnes qui rêvent de se procurer un appartement moyen-standing: - Espaces verts - Ecoles, collège, - Mosquée, Hammam - clinique et théâtre .",[],[],230 000 DH,-7.128324508666964,33.61252853308126,https://www.mubawab.ma/fr/pa/7596007/appartement-%C3%A0-vendre-%C3%A0-golf-de-benslimane-surface-totale-75-m%C2%B2
,,Wafa àMohammedia,"64
						m²",3 Pièces,2 Chambres,2 Salles de bains,"Votre nouvelle adresse de standing !

La résidence Jasmin est située à 5 min du grand parc et plages de Mohammedia, Un cadre de vie paisible et à proximité de toutes les commodités nécessaires pour un confort au quotidien.

La résidence vous propose des appartements de 2 à 3 chambres et salon, aux superficies optimisées allant de 64 à 154 m² et aux finitions modernes.

Chaque appartement a été pensé soigneusement et au détail près, pour des espaces fonctionnels aux finitions raffinées dans le but d’assurer une atmosphère à la fois élégante et contemporaine.

La résidence propose des places de parking privatives en sous-sol, et des espaces verts aménagés dans un cadre sécurisé.

Type de Standing : Moyen Standing
Type de logemEnt : Appartement
Type Immeuble : R5
Superficie min : 64 m²
Superficie max : 154 m²
Consistance : Salon, 1 à 3 chambres, cuisine équipée, SDB, WC

Adresse du projet : Bd Sidi Mohammed Ben Abdellah, Rte côtière",[],[],570 000 DH,-7.402837924070598,33.69165665253051,https://www.mubawab.ma/fr/pa/7783589/bel-appartement-%C3%A0-vendre-%C3%A0-mohammedia
,,Sala el Jadida àSalé,"94
						m²",3 Pièces,3 Chambres,2 Salles de bains,"Achetez votre appartement. Prix 1 064 000 DH. 3 pièces, 2 salles de bains privatives, 94 m². 3 chambres à coucher. Nouveau. Jardin.Idéal si vous souhaitez acheter un appartement à Sala el Jadida, Salé.",[],[],1 064 000 DH,-6.739668299497443,34.00245768165392,https://www.mubawab.ma/fr/pa/8046759/appartement-%C3%A0-l-achat-%C3%A0-sala-el-jadida-superficie-133-m%C2%B2
,,Derb Ghalef àCasablanca,"122
						m²",3 Pièces,2 Chambres,2 Salles de bains,"Agréable appartement à vendre. Prix 1 891 000 DH. 2 chambres, 2 salles de bains, 122 m². 3 pièces. Nouveau. Résidence bien équipée avec places de stationnement et ascenseur.Cet appartement est en vente à Derb Ghalef, Casablanca. Cuisine bien équipée.",[],[],1 891 000 DH,-7.626866452860704,33.57116726509295,https://www.mubawab.ma/fr/pa/8191229/vend-appartement-%C3%A0-derb-ghalef-surface-de-122-m%C2%B2-ascenseur-et-garage
,,Californie àCasablanca,"52
						m²",,,,"EVERGREEN - Quand la nature s’invite chez vous

Une résidence d’exception au cœur de Californie, Casablanca

EVERGREEN est bien plus qu’un projet immobilier : c’est une expérience de vie unique, pensée pour celles et ceux qui recherchent le parfait équilibre entre modernité, sérénité et qualité de vie.

Nichée dans un écrin de verdure, cette résidence haut de gamme, fermée et sécurisée, se compose d’immeubles en R+4 et R+6 à l’architecture élégante, conçue pour s’intégrer harmonieusement à son environnement naturel.Un cadre de vie où tout est pensé pour votre bien-êtreEVERGREEN vous propose des appartements lumineux, bien agencés et ouverts sur des espaces verts, avec des prestations haut de gamme qui font toute la différence : 

Piscine résidentielle pour se détendre au quotidienSalle de fitness équipée pour garder la forme sans quitter la résidence 
Espaces verts & aires de jeux pour petits et grands
Finitions soignées, parquet dans les chambres, cuisines équipéesAscenseurs spacieux, sécurité assurée 24h/24 et 7j/7
Une localisation idéale pour vivre Casablanca autrement
Située dans le très recherché quartier Californie, 

EVERGREEN bénéficie d’un emplacement stratégique à proximité immédiate :

des commerces et centres commerciaux
des établissements scolaires réputés
des axes de transport et du centre-ville

Vous profitez ainsi de la vie urbaine sans en subir le stress, dans un environnement apaisant, verdoyant et inspirant.

EVERGREEN, là où la nature rythme votre quotidienChaque appartement a été pensé comme un véritable cocon : 

volumes généreux, luminosité naturelle, vue sur les jardins, espaces de vie harmonieux… Ici, tout respire le confort, le calme et l’élégance.

Téléchargez la brochure
Découvrez la galerie photos
Contactez-nous pour planifier votre visite

05 23 30 40 50
06 60 76 27 62",[],[],1 069 000 DH,-7.619337472836068,33.51077050570203,https://www.mubawab.ma/fr/pa/8191765/bel-appartement-%C3%A0-vendre-%C3%A0-californie-1-chambre
,,Nouaceur,"61
						m²",2 Pièces,,,"La Perle de Nouaceur, quatrième tranche du projet, est située dans le quartier en plein essor de Nouaceur, à seulement quelques minutes de Casablanca. Offrant un cadre de vie moderne et verdoyant, cette résidence se distingue par son architecture contemporaine, ses équipements haut de gamme, et une livraison immédiate. Un cadre idéal pour les familles, les couples, et les jeunes actifs souhaitant vivre dans une zone dynamique et connectée.

Proximité : À seulement quelques minutes de Casablanca, avec un accès facilité aux principaux axes routiers.

Équipements : Espaces verts, piscine et parkings privatifs sécurisés.

Sécurité et confort : Contrôle d’accès avec vidéophone, vidéosurveillance, et guérite de gardiennage 24h/24.",[],[],750 000 DH,-7.566061019897462,33.38239700882283,https://www.mubawab.ma/fr/pa/8050602/studio-%C3%A0-vendre-%C3%A0-nouaceur-1-belle-chambre
,,Marjane àTanger,"50
						m²",5 Pièces,2 Chambres,2 Salles de bains,"projet bien situer acôté de marjane et le Stad de foot , avec des appartement qui commence a partir 45 m2 , ensoleille  et endroit calm et securise , le prix sont imbattable , le bureau de vente est sur place",[],[],540 000 DH,-5.863094329833984,35.77525384929336,https://www.mubawab.ma/fr/a/8203101/appartement-45-a-87m2
,,Golf de Benslimane àBenslimane,"70
						m²",,2 Chambres,,"Shems Al Madina Benslimane présente à tout ceux et celles qui souhaitent finir son  à leur goût, Des appartements semi-finis à saisir Entre 89 et 94 m².
Plusieurs plans vous sont offerts : 2 chambres à 3 chambre , salon et Duplex.
Une opportunité à ne pas rater! 
Le projet bénéficie d' un cadre de vie époustouflant entouré d’espaces de vie et de nombreux équipements facilitant le quotidien des personnes qui rêvent de se procurer un appartement moyen-standing: - Espaces verts - Ecoles, collège, - Mosquée, Hammam - clinique et théâtre .",[],[],190 000 DH,-7.128324508666964,33.61252853308126,https://www.mubawab.ma/fr/pa/7598195/appartement-en-vente-%C3%A0-golf-de-benslimane-2-chambres
,,Ahl Loghlam (Hay Assalam) àCasablanca,"85
						m²",4 Pièces,3 Chambres,2 Salles de bains,"C’est au cœur de la ville nouvelle de Tit Mellil, à 2mins seulement de l’autoroute périphérique et 20mins seulement de l’aéroport Mohamed V, que Shem’s Al Madina vous fait découvrir sa nouvelle résidence « Echellalate Tit Mellil » plus exactement au quartier Ahl Loughlam.

Le projet met à votre disposition des appartements de 3 pièces, d’une superficie allant de 60 jusqu’à 67m², comportant un balcon, terrasse ou encore de jardin.

La résidence « Echellalate » bénéficie d’une piscine, d’une salle de sport, d’espaces verts, de parcs de jeux pour enfant, d’une mosquée et bien évidement un gardiennage et un parking.

Il est à noter que le projet se situe au centre de toutes les commodités telles que les commerces de proximité, les écoles, les moquées, pharmacie et centres de divertissement.
Ceci-dit, le projet dispose de :

-	Ascenseur
-	Piscine
-	Salle de sport
-	Espaces verts
-	Gardiennage
-	Parcs de jeux pour enfants
-	Mosquée
-	Parking
-	Commodités de proximité (Commerce, écoles, pharmacie, espaces verts…)",[],[],370 000 DH,-7.474353104030627,33.58623582031418,https://www.mubawab.ma/fr/pa/7418552/appartement-de-85-m%C2%B2-en-vente-shems-al-madina-tit-mellil
,,Errahma,"93
						m²",,2 Chambres,2 Salles de bains,"À vendre, un charmant appartement de rez-de-chaussée situé dans la résidence Les Jardins d’Atlantis, un projet R3 de moyen standing, fermé et sécurisé avec ascenseur.Caractéristiques du bien :Superficie habitable : 93M2Terrasse privative de 18 m², idéale pour les moments de détente2 chambres confortablesSalon lumineuxCuisine équipéeSalle de bain moderne  toilettesAccès direct depuis le rez-de-chaussée, pratique pour familles avec enfants ou personnes âgéesAvantages de la résidence :Fermée et sécurisée 24h/24Ascenseur même depuis le RDCCadre calme avec seulement 2 appartements par étageProche de toutes les commodités : commerces, écoles, transport...Cet appartement est parfait pour un jeune couple, une petite famille ou un investisseur, avec un extérieur privatif rare et recherché.",[],[],816 000 DH,-7.731113433837891,33.53122126361732,https://www.mubawab.ma/fr/a/8171448/appartement-%C3%A0-vendre-%E2%80%93-rdc
,,Mesnana àTanger,"63
						m²",2 Pièces,,,"Le projet s’étend sur 18 hectares, à 5 minutes du centre commercial Socco Alto à proximité du Golf Royal, Les Jardins de Mesnana Golf est un projet moyen standing qui assure à ses résidents un meilleur cadre de vie grâce à ses espaces verts et sa proximité avec les commodités essentielles.

Une résidence composée d’immeubles en R+7, R+8 avec ascenseur et parking en sous-sol avec des appartements et duplex de 1 à 4.

En optant pour Les Jardins de Mesnana Golf vous bénéficiez d’un large choix de finitions. La sélection de matériaux nobles et d'équipements de qualité en font un ensemble résidentiel de standing, à savoir :

- Immeubles sécurisés (portes blindées et caméra de surveillance)
- Ascenseur de la marque Schindler ou équivalent
- Cuisine équipée.
- Revêtement du sol premium
- Placards dans toutes les chambres
- Volets électriques
- Chauffe-eau électrique
- Climatisation

Le projet est à proximité de toutes les commodités :

- Mosquée, Clinique, Pharmacie, École et crèche, Poste de police, arrondissement, Marché de proximité, Commerces, Salle de sport, Maison des jeunes, Boulangerie etc.
- Commerces à proximité: Hypermarché Marjane, Centre commercial Socco Alto, Marché de Mesnana
- Loisirs à proximité: Village sportif de Tanger, Club du Golf Royal, Club équestre, Tanja Marina Bay
- Transport : Bus, taxis
- Ecoles: ENCG, Faculté Abdelmalek Essaadi, Crèches, enseignement primaire et secondaire

*Titres fonciers disponibles sur la Tranche 14.

Réservez votre visite dès maintenant en appelant le 05 20 01 00 00.",[],[],693 000 DH,-5.858738422393799,35.75359414748105,https://www.mubawab.ma/fr/pa/8044324/beau-f2-neuf-%C3%A0-vendre-%C3%A0-mesnana-tanger
,,Martil,"63
						m²",3 Pièces,2 Chambres,,"Une excellente opportunité d'acquérir un appartement dans l’un des complexes résidentiels récents de la ville de Martil, situé dans un quartier calme et sécurisé, à proximité de la mer et des commodités essentielles du quotidien.

Nous disposons encore d’un ensemble de choix d’appartements disponibles, avec des superficies allant de 53 m² à 75 m², adaptées à différents besoins et budgets.

Avantages de la résidence :
- Sécurité 24h/24 et 7j/7
- Entretien régulier des parties communes
- Caméras de surveillance
- Livraison immédiate

Emplacement :
- Situation pratique proche de la mer
- Proximité des écoles, hôpitaux, commerces, restaurants et loisirs
- Environnement paisible et confortable

Pour toute information ou pour organiser une visite, contactez-nous au :
+212 661 810 601",[],[],450 000 DH,-5.2927494049072275,35.618302634195686,https://www.mubawab.ma/fr/pa/8189685/appartements-%C3%A0-vendre-%C3%A0-martil-livraison-imm%C3%A9diate
,,Riyad àRabat,"170
						m²",5 Pièces,4 Chambres,3 Salles de bains,"À VENDRE – Superbe appartement spacieux près du Mahaj !À deux minutes du Mahaj, dans un emplacement exceptionnel avec toutes les commodités à proximité (commerces, transports, écoles…), cet appartement rare à la vente vous séduira par ses volumes et sa luminosité. 4 chambres, dont une suite parentale avec balcon privé Double salon spacieux avec cheminée Très grand balcon attenant au salon, offrant une belle vue dégagée Vue sur le Mahaj SANS  vis-à-vis Orientation Sud, ensoleillé toute la journée Proximité immédiate de toutes les commoditésUn bien idéal pour une grande famille ou pour ceux qui recherchent confort, espace et emplacement stratégique. Contactez-moi pour plus d’informations ou pour organiser une visite.",[],[],3 800 000 DH,-6.870403289794922,33.958311531468844,https://www.mubawab.ma/fr/a/8193388/appartement-%C3%A0-vendre-%C3%A0-hay-riad-4-chambres-avec-ascenseur
,,Val Fleury àCasablanca,"160
						m²",4 Pièces,3 Chambres,2 Salles de bains,"*Appartement à Vendre – VAL FLEURI – 2 490 000 DHS**Emplacement privilégié* à Val Fleuri, cet appartement *160 m²* vous séduira par ses espaces généreux et sa disposition idéale. Traversant et orienté *Est/Ouest*, il bénéficie d’une belle luminosité naturelle et d’une circulation fluide.Description :- *Hall d’entrée* accueillant- *Double salon spacieux* avec cheminée, parfait pour recevoir et se détendre- *3 chambres* agencées avec soin, dont une *suite parentale* avec *salle de bain, dressing et balcon privé*- *2ème salle de bain* moderne et bien conçue- *Grande cuisine* avec espace de vie polyvalent pouvant servir de *salle à manger* et *buanderie* attenante- *Menuiserie en bois chêne* de qualité, *marbre au sol* pour un confort maximal- *Aucun espace perdu* dans cet appartement bien agencé- *Résidence bien entretenue*, avec une place de parkingPrix demandé : *2 490 000 DHS*Pour plus d’informations ou pour organiser une visite, contactez-nous sans tarder !",[],[],2 490 000 DH,-7.636785507202148,33.57519011717882,https://www.mubawab.ma/fr/a/8085300/appartement-3-chambres-%C3%A0-vendre-%C3%A0-val-fleuriy
,,Hay Hassani àCasablanca,"86
						m²",3 Pièces,2 Chambres,2 Salles de bains,"Faites une belle affaire en achetant cet appartement. Prix 1 110 000 DH. 2 chambres, 2 salles de bains, 100 m². 3 pièces. Nouveau. Piscine.

Venez découvrir cet appartement à vendre, Casablanca. Résidence sécurisée.",[],[],Prix à consulter,-7.698469469896198,33.56258349496615,https://www.mubawab.ma/fr/pa/7938265/bel-appartement-rez-de-chauss%C3%A9e-2-chambres
,,Boukhalef àTanger,"135
						m²",4 Pièces,3 Chambres,2 Salles de bains,"Découvrez ce projet à vendre au prix 12 000 DH/m2 des appartements de  4 pièces, 2 salles de bains, surface 135 m². 3 chambres à coucher. Nouveau. Confort et sécurité avec service de conciergerie, piscine, cheminée et climatisation.

Ces appartements sont en vente à Boukhalef. Profitez d'une belle terrasse. Dispose également d'un ascenseur et d'un garage. Sécurité garantie avec surveillance. Système d'antenne parabolique.

Contactez-nous si vous êtes intéressé par cet appartement à Tanger. Garage, Cuisine entièrement équipée.",[],[],11 000 DH,-5.8814191818237305,35.735725683250735,https://www.mubawab.ma/fr/a/7818215/complexe-r%C3%A9sidentiel-boukhalf
,,Bouaakkaz àMarrakech,"76
						m²",3 Pièces,2 Chambres,2 Salles de bains,"Faites une belle affaire en achetant cet appartement. Prix 760 000 DH. 3 pièces, 2 salles de bains, surface 76 m². 2 chambres à coucher. Bon état. Parfaitement équipé avec porte Blindée et double vitrage. Vue imprenable sur les montagnes.Idéal si vous souhaitez acheter un appartement à Bouaakkaz. Profitez d'une belle terrasse. Dispose également d'un ascenseur. Cuisine équipée.Contactez-nous pour visiter cet appartement à vendre à Marrakech. Système de climatisation. Profitez d'une vue inégalable sur la mer.",[],[],760 000 DH,-8.025517096725462,31.588274750801602,https://www.mubawab.ma/fr/pa/8185181/superbe-appartement-%C3%A0-vendre-%C3%A0-bouaakkaz-surface-totale-76-m%C2%B2
,,Guéliz àMarrakech,"54
						m²",2 Pièces,,,"Appartement moderne à vendre à Guéliz – 972 000 DH

Offrez-vous ce superbe appartement de 54 m², situé dans l'un des quartiers les plus recherchés de Marrakech, Gueliz. Ce bien neuf comprend 1 chambre à coucher, 1 salle de bains moderne et 2 pièces lumineuses, offrant un espace de vie contemporain et fonctionnel, idéal pour un premier achat ou un investissement.

Caractéristiques de l'appartement :

Superficie : 54 m²
1 chambre spacieuse
1 salle de bains élégante
2 pièces lumineuses et bien agencées
Appartement neuf, prêt à emménager
Emplacement privilégié : Profitez d’une localisation idéale dans le quartier vibrant de Guéliz, à proximité immédiate des commerces, restaurants et lieux d'intérêt de Marrakech. Ce quartier dynamique allie à la fois commodités et cadre de vie agréable, offrant un excellent potentiel d’investissement.

Ne laissez pas passer cette occasion unique ! Contactez nous dès aujourd'hui pour organiser une visite et découvrir ce bien d'exception.",[],[],972 000 DH,-8.025807338946542,31.63226056094976,https://www.mubawab.ma/fr/pa/8068879/appartement-%C3%A0-vendre-%C3%A0-gu%C3%A9liz-superficie-54-m%C2%B2
,,El Mansouria,"97
						m²",3 Pièces,2 Chambres,,"Nichée à quelques pas de la mer, dans un quartier calme et résidentiel, Mansouria Hills bénéficie d'un emplacement privilégié, situé sur la route côtière vers Rabat, à 5 min de la ville de Mohammedia.  

Le projet vous propose des appartements avec des finitions de standing, de différentes superficies allant de 73m2 à 97m2.

Al Mansouria Hills offre un cadre de vie agréable, alliant confort, sécurité et proximité de la mer. C'est une opportunité parfaite pour ceux qui recherchent une résidence paisible et élégante, que ce soit pour y vivre ou pour investir.

Réservez votre visite dès maintenant en appelant le 05 20 01 00 04.",[],[],1 060 000 DH,-7.290737628936767,33.73969837819776,https://www.mubawab.ma/fr/pa/8030809/bel-appartement-%C3%A0-vendre-%C3%A0-el-mansouria
,,Dar Bouazza,"120
						m²",3 Pièces,2 Chambres,2 Salles de bains,"Ne laissez pas passer cet appartement à vendre. Prix 1 900 000 DH. 3 pièces, 2 salles de bains privatives, 120 m². 2 chambres. Nouveau. Espaces verts et ascenseur.Venez découvrir cet appartement à vendre à Dar Bouazza. Nombreux équipements dont piscine et service de conciergerie. Sécurité.Contactez-nous si vous êtes intéressé par cet appartement à Dar Bouazza. Cuisine entièrement équipée.",[],[],1 900 000 DH,-7.787821489082502,33.52215429633095,https://www.mubawab.ma/fr/pa/8168268/appartement-%C3%A0-l-achat-%C3%A0-dar-bouazza-surface-totale-120-m%C2%B2
,,Essaouira,"60
						m²",,2 Chambres,,"Situé au 1er étage d’une petite résidence calme, cet appartement de 60 m² offre un cadre de vie agréable à seulement 5 minutes à pied de la plage.Il se compose de :	Deux chambres lumineuses, idéales pour accueillir famille ou invités, 	Un salon convivial pour vos moments de détente, 	Une cuisine fonctionnelle, 	Et une salle de bain avec douche. L’appartement est vendu meublé, prêt à vivre ou à louer immédiatement.Que ce soit pour une résidence principale, un pied-à-terre ou un investissement locatif, ce bien allie emplacement idéal et excellent rapport qualité/prix.Prix : 85 000 euros",[],[],85 000 EUR,-9.759635925292969,31.510654307532683,https://www.mubawab.ma/fr/a/8184025/%C3%A0-vendre-%E2%80%93-bel-appartement-meubl%C3%A9-%C3%A0-5-minutes-de-la-plage
,,Bourgogne Ouest àCasablanca,"149
						m²",3 Pièces,2 Chambres,,"Appartement N : Gracia-17
Niveau : 3ème étage
Type : F2
Surface utile : 149 m2
Surface total : 149 m2",[],[],1 650 000 DH,-7.646400351239947,33.604967590174766,https://www.mubawab.ma/fr/pa/7836690/appartement-de-149-m%C2%B2-en-vente-%C3%A0-bourgogne
,,Zenata,"92
						m²",4 Pièces,2 Chambres,2 Salles de bains,"Appartement idéal à la vente.
Prix 1 250 000 DH. 2 chambres, 2 salle de bains, superficie 92 m². 
Belle orientation plein ouest avec vue sur piscine

Idéal si vous souhaitez acheter un appartement .",[],[],1 250 000 DH,-7.409743571518337,33.666922572300564,https://www.mubawab.ma/fr/pa/8002392/bel-appartement-%C3%A0-vendre-vue-piscine-92-m%C2%B2
,,Zenata,"49
						m²",2 Pièces,,,"Ne manquez pas cette opportunité d’acquérir un studio haut standing de 49 m² au sein de la future résidence Glorious Zenata, actuellement en cours de construction dans le prestigieux quartier de Zenata Eco City, entre Casablanca et Mohammedia.

Ce projet résidentiel novateur allie design moderne, qualité de vie, et engagement écologique. Il est conçu pour offrir un environnement sécurisé, verdoyant et propice au bien-être.

À propos du studio :
Superficie optimisée de 49 m²
Cuisine ouverte livrée équipée
Finitions haut de gamme selon cahier des charges strict
Isolation thermique et phonique (double vitrage)
Salle de bain moderne
Balcon pour certaines unités

À la livraison, la résidence comprendra :
Piscine et espaces verts
Salle de sport et aires de jeux
Ascenseurs panoramiques
Parking souterrain sécurisé
Sécurité 24h/24 avec vidéosurveillance

Localisation stratégique :
Dans Zenata Eco City, éco-quartier en plein essor
À 6 minutes de la plage
À 10 minutes de Casablanca et Mohammedia
Proche du tramway, de la station-service Afriquia et des axes autoroutiers

Livraison prévue : fin de l’année 2025 (ou à préciser selon ton planning exact)

Ce studio représente une opportunité d’investissement idéale ou une première acquisition à fort potentiel dans un quartier d’avenir.",[],[],637 000 DH,-7.47491484874036,33.6480493777964,https://www.mubawab.ma/fr/pa/8146025/studio-haut-standing-%E2%80%93-zenata-eco-city
,,El Mansouria,"91
						m²",3 Pièces,2 Chambres,,"Nichée à quelques pas de la mer, dans un quartier calme et résidentiel, Mansouria Hills bénéficie d'un emplacement privilégié, situé sur la route côtière vers Rabat, à 5 min de la ville de Mohammedia.  

Le projet vous propose des appartements avec des finitions de standing, de différentes superficies allant de 62m2 à 97m2.

Al Mansouria Hills offre un cadre de vie agréable, alliant confort, sécurité et proximité de la mer. C'est une opportunité parfaite pour ceux qui recherchent une résidence paisible et élégante, que ce soit pour y vivre ou pour investir.

Réservez votre visite dès maintenant en appelant le 05 20 01 00 04.",[],[],1 000 000 DH,-7.290737628936767,33.73969837819776,https://www.mubawab.ma/fr/pa/8030810/bel-appartement-%C3%A0-vendre-%C3%A0-el-mansouria
,,Gauthier àCasablanca,"140
						m²",4 Pièces,3 Chambres,2 Salles de bains,"GAUTHIER EXCLUSIVITE
Nouveauté été 2025
Sur jardin intérieur de copropriété totalement au calme

Appartement rénové en bon état
Avec séjour 3 chambres ( 3eme petite chambre), 2 salles de bains
Ascenseur, Pas de garage
Ideal investisseur !",[],[],2 100 000 DH,-7.628674507141113,33.58891909184207,https://www.mubawab.ma/fr/a/8187850/coeur-de-gauthier-a-saisir
,,Les Hôpitaux àCasablanca,"33
						m²",2 Pièces,,,"Achetez votre appartement. Prix 759 000 DH. 2 pièces, 1 salle de bains, surface 33 m². 1 chambre à coucher. Nouveau. Garage.Cet appartement est proposé à la vente à Les Hôpitaux, Casablanca.",[],[],759 000 DH,-7.622021760190568,33.5789360617712,https://www.mubawab.ma/fr/pa/8198618/bel-appartement-%C3%A0-vendre-%C3%A0-les-h%C3%B4pitaux-surface-totale-33-m%C2%B2
,,Hay salam àMeknes,"70
						m²",3 Pièces,2 Chambres,,,[],[],Prix à consulter,-5.60543455362333,33.88221370764941,https://www.mubawab.ma/fr/pa/7888743/appartement-%C3%A0-vendre-%C3%A0-toulal-mekn%C3%A8s-superficie-70-m%C2%B2
,,Maârif àCasablanca,"34
						m²",2 Pièces,,,"Livraison Q1 2026Z LUXURY IMMO vous propose à la vente des studios d'exception, superficies à partir de 34m² nichés au dans une résidence haut standing au quartier Maârif à 5min de la plage.Le studio.Très bien agencés et ensoleillés :- Salon avec balcon-Cuisine américaine-Salle de bain avec douche italienne-Chambre à coucher avec placardsL'Appartement est doté de climatisation centralisée réversible avec une finition haut standing.Honoraires : 2,5%OPPORTUNITÉ EN EXCLU !",[],[],750 000 DH,-7.628674507141113,33.58891909184207,https://www.mubawab.ma/fr/a/7872238/studio-haut-standing-maarif
,,Boulevard Med 6 àMarrakech,"70
						m²",3 Pièces,2 Chambres,2 Salles de bains,"Palm Avenue – L’adresse du raffinement à Marrakech

Découvrez Palm Avenue, une résidence d’exception où luxe, élégance et sérénité redéfinissent l’art de vivre. Conçue pour ceux qui recherchent l’excellence, cette adresse prestigieuse allie modernité et tradition dans un cadre d’exception.

Les résidents bénéficient de services de qualité supérieure, incluant un spa et hammam pour un moment de détente absolue, une aire de jeux pour les plus jeunes, une salle de sport entièrement équipée, ainsi qu'une piscine couverte pour profiter d'une baignade en toute saison. Le lobby élégant offre un accueil digne de ce nom, assurant un premier contact à la hauteur de l’expérience offerte par Palm Avenue.

Les appartements F2, F3 et F4 aux surfaces généreuses, de 53 à 140 m², sont conçus avec des finitions haut de gamme et des matériaux nobles pour un confort absolu. Chaque espace est pensé pour offrir une atmosphère de raffinement et de tranquillité, tout en vous offrant une vue imprenable sur les environs.

Un lieu unique, idéal pour une résidence principale ou un pied-à-terre d’exception à Marrakech. Offrez-vous une adresse d’exception. Contactez-nous dès maintenant pour plus d’informations.",[],[],1 300 000 DH,-7.990550984832226,31.58311730582217,https://www.mubawab.ma/fr/pa/8105182/superbe-appartement-%C3%A0-vendre-avenue-mohammed-6-marrakech
